temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,disease,severity,is_diseased
30.4,50.6,6.0,8.5,3,Grape,Jaipur,Rajasthan,26.91,75.79,2,1,Grape___healthy,0.0,0
24.1,81.7,86.7,8.4,8,Tomato,Bhopal,Madhya Pradesh,23.25,77.41,5,2,Tomato___Bacterial_spot,49.6,1
33.3,68.7,76.3,9.1,6,Peach,Agra,Uttar Pradesh,27.17,78.01,0,3,Peach___Bacterial_spot,58.9,1
22.0,81.5,14.6,6.8,5,Grape,Shimla,Himachal Pradesh,31.1,77.17,1,2,Grape___Esca_(Black_Measles),92.7,1
8.8,70.6,9.5,12.2,11,Tomato,Dharamsala,Himachal Pradesh,32.21,76.32,0,1,Tomato___Late_blight,81.1,1
19.9,72.7,110.5,9.2,8,Raspberry,Agra,Uttar Pradesh,27.17,78.01,5,0,Raspberry___healthy,0.0,0
32.3,91.8,65.8,9.2,9,Grape,Surat,Gujarat,21.17,72.83,3,4,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),63.1,1
24.3,85.1,111.9,7.4,7,Potato,Patna,Bihar,25.59,85.13,1,0,Potato___Late_blight,96.0,1
25.5,85.7,12.7,4.9,5,Apple,Shimla,Himachal Pradesh,31.1,77.17,2,1,Apple___Black_rot,62.5,1
25.0,69.2,21.0,6.8,10,Blueberry,Ahmedabad,Gujarat,23.02,72.57,3,1,Blueberry___healthy,0.0,0
22.1,79.0,4.5,7.3,12,Orange,Amravati,Maharashtra,20.93,77.75,3,1,Orange___Haunglongbing_(Citrus_greening),83.6,1
28.3,80.6,129.7,5.0,7,Strawberry,Jabalpur,Madhya Pradesh,23.18,79.94,3,0,Strawberry___Leaf_scorch,50.0,1
24.3,69.9,43.0,10.2,10,Corn,Pune,Maharashtra,18.52,73.85,3,0,Corn_(maize)___Common_rust_,70.3,1
31.4,76.3,18.9,5.7,5,Peach,Indore,Madhya Pradesh,22.71,75.85,5,0,Peach___healthy,0.0,0
28.2,75.7,113.9,12.5,8,Tomato,Warangal,Telangana,17.97,79.59,2,5,Tomato___Leaf_Mold,53.5,1
6.3,86.2,4.7,1.5,12,Orange,Dharamsala,Himachal Pradesh,32.21,76.32,7,2,Orange___Haunglongbing_(Citrus_greening),72.0,1
28.2,77.5,20.3,0.0,10,Apple,Nashik,Maharashtra,19.99,73.79,3,2,Apple___Cedar_apple_rust,62.5,1
29.7,80.1,19.9,7.6,6,Tomato,Patna,Bihar,25.59,85.13,0,1,Tomato___Septoria_leaf_spot,54.7,1
24.5,84.7,126.5,4.5,8,Tomato,Mysore,Karnataka,12.29,76.64,1,1,Tomato___Late_blight,93.5,1
37.5,66.1,30.4,17.8,6,Apple,Aurangabad,Maharashtra,19.87,75.34,2,0,Apple___Black_rot,58.8,1
28.9,73.2,82.0,8.5,6,Cherry,Ludhiana,Punjab,30.9,75.85,3,1,Cherry_(including_sour)___healthy,0.0,0
31.3,68.8,15.7,7.0,5,Tomato,Mysore,Karnataka,12.29,76.64,2,0,Tomato___healthy,0.0,0
16.0,75.3,39.1,6.1,10,Potato,Dharamsala,Himachal Pradesh,32.21,76.32,0,0,Potato___healthy,0.0,0
23.2,90.9,155.8,3.6,7,Cherry,Gaya,Bihar,24.79,84.99,0,0,Cherry_(including_sour)___Powdery_mildew,49.3,1
21.3,59.9,6.4,11.0,1,Corn,Jodhpur,Rajasthan,26.29,73.01,1,2,Corn_(maize)___healthy,0.0,0
19.1,75.9,4.8,7.4,2,Corn,Gaya,Bihar,24.79,84.99,3,1,Corn_(maize)___healthy,0.0,0
25.9,84.8,80.2,13.9,9,Tomato,Aurangabad,Maharashtra,19.87,75.34,0,1,Tomato___Leaf_Mold,63.7,1
21.8,61.9,9.3,3.5,3,Tomato,Ludhiana,Punjab,30.9,75.85,2,2,Tomato___Tomato_mosaic_virus,72.3,1
19.7,72.7,8.1,10.4,11,Potato,Amritsar,Punjab,31.63,74.87,0,0,Potato___healthy,0.0,0
20.3,68.6,17.6,18.5,10,Grape,Ludhiana,Punjab,30.9,75.85,9,0,Grape___Esca_(Black_Measles),42.6,1
11.4,79.0,3.3,12.4,1,Raspberry,Bangalore,Karnataka,12.97,77.59,5,2,Raspberry___healthy,0.0,0
20.0,69.4,156.6,4.7,8,Raspberry,Amritsar,Punjab,31.63,74.87,8,0,Raspberry___healthy,0.0,0
25.1,71.4,26.5,6.0,10,Wheat,Indore,Madhya Pradesh,22.71,75.85,1,1,Wheat___Leaf_rust,71.9,1
30.8,79.8,126.9,9.0,7,Grape,Aurangabad,Maharashtra,19.87,75.34,4,0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),49.3,1
17.0,64.7,3.5,13.2,1,Soybean,Agra,Uttar Pradesh,27.17,78.01,1,2,Soybean___healthy,0.0,0
30.6,84.7,74.9,8.3,9,Tomato,Surat,Gujarat,21.17,72.83,7,5,Tomato___Early_blight,37.6,1
34.1,73.2,7.0,0.5,5,Grape,Lucknow,Uttar Pradesh,26.85,80.94,1,0,Grape___Black_rot,59.0,1
30.1,77.4,105.3,10.1,9,Corn,Pune,Maharashtra,18.52,73.85,2,2,Corn_(maize)___Northern_Leaf_Blight,56.6,1
35.5,72.0,120.0,11.6,6,Grape,Ahmedabad,Gujarat,23.02,72.57,8,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),52.0,1
14.6,61.2,9.0,6.8,10,Potato,Jalandhar,Punjab,31.32,75.57,7,4,Potato___healthy,0.0,0
21.3,60.9,4.7,3.6,3,Pepper,Agra,Uttar Pradesh,27.17,78.01,1,0,"Pepper,_bell___healthy",0.0,0
30.4,70.1,56.4,10.3,9,Potato,Agra,Uttar Pradesh,27.17,78.01,6,2,Potato___Late_blight,72.6,1
22.5,79.5,69.3,12.2,9,Blueberry,Amritsar,Punjab,31.63,74.87,0,0,Blueberry___healthy,0.0,0
23.1,67.6,30.0,13.2,10,Tomato,Ahmedabad,Gujarat,23.02,72.57,5,0,Tomato___Leaf_Mold,39.1,1
25.3,94.2,91.4,11.7,7,Apple,Patna,Bihar,25.59,85.13,1,0,Apple___Black_rot,69.3,1
25.4,69.3,10.7,11.1,3,Strawberry,Ahmedabad,Gujarat,23.02,72.57,5,0,Strawberry___healthy,0.0,0
19.6,81.7,101.0,11.9,8,Potato,Indore,Madhya Pradesh,22.71,75.85,3,0,Potato___Early_blight,60.2,1
38.2,79.8,13.0,9.9,5,Apple,Varanasi,Uttar Pradesh,25.31,82.97,1,0,Apple___Black_rot,84.0,1
32.5,75.3,135.6,18.7,8,Tomato,Ahmedabad,Gujarat,23.02,72.57,10,2,Tomato___Target_Spot,32.5,1
34.5,79.5,10.3,10.1,5,Strawberry,Amravati,Maharashtra,20.93,77.75,1,2,Strawberry___Leaf_scorch,70.1,1
35.0,66.3,15.9,7.4,5,Potato,Akola,Maharashtra,20.7,77.0,1,2,Potato___Early_blight,57.4,1
33.1,69.4,13.2,3.1,4,Apple,Nashik,Maharashtra,19.99,73.79,2,4,Apple___Apple_scab,61.0,1
26.2,69.4,176.0,11.5,8,Peach,Solapur,Maharashtra,17.66,75.9,2,0,Peach___Bacterial_spot,54.5,1
32.1,80.5,98.8,8.1,9,Apple,Agra,Uttar Pradesh,27.17,78.01,6,0,Apple___Cedar_apple_rust,33.2,1
29.3,65.8,7.6,12.7,4,Peach,Nagpur,Maharashtra,21.14,79.08,2,5,Peach___healthy,0.0,0
20.0,76.0,5.0,7.9,1,Cherry,Pune,Maharashtra,18.52,73.85,5,1,Cherry_(including_sour)___healthy,0.0,0
24.3,64.6,6.5,2.7,2,Apple,Hyderabad,Telangana,17.38,78.47,0,3,Apple___healthy,0.0,0
34.4,70.5,71.0,6.9,6,Tomato,Ahmedabad,Gujarat,23.02,72.57,4,2,Tomato___Target_Spot,63.5,1
20.4,79.3,115.3,6.3,8,Orange,Indore,Madhya Pradesh,22.71,75.85,0,2,Orange___Haunglongbing_(Citrus_greening),98.0,1
22.6,73.1,2.6,11.6,2,Pepper,Lucknow,Uttar Pradesh,26.85,80.94,2,0,"Pepper,_bell___healthy",0.0,0
18.9,80.0,4.2,0.1,12,Potato,Jabalpur,Madhya Pradesh,23.18,79.94,3,1,Potato___Late_blight,86.8,1
26.6,93.1,65.7,9.5,9,Tomato,Kolkata,West Bengal,22.57,88.36,1,0,Tomato___Late_blight,80.6,1
27.7,75.3,106.0,10.0,6,Potato,Indore,Madhya Pradesh,22.71,75.85,3,2,Potato___healthy,0.0,0
23.0,74.2,5.7,8.9,2,Cherry,Gaya,Bihar,24.79,84.99,2,1,Cherry_(including_sour)___healthy,0.0,0
25.9,82.3,15.3,7.6,10,Squash,Surat,Gujarat,21.17,72.83,3,0,Squash___Powdery_mildew,33.6,1
20.1,74.9,5.5,14.6,12,Potato,Akola,Maharashtra,20.7,77.0,6,4,Potato___Late_blight,68.9,1
29.0,73.7,72.3,6.1,9,Peach,Agra,Uttar Pradesh,27.17,78.01,4,0,Peach___Bacterial_spot,61.9,1
24.2,73.1,135.1,7.1,8,Corn,Lucknow,Uttar Pradesh,26.85,80.94,2,2,Corn_(maize)___Northern_Leaf_Blight,68.8,1
29.1,86.8,137.0,1.3,7,Grape,Warangal,Telangana,17.97,79.59,9,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),38.0,1
28.7,73.1,27.4,4.0,10,Tomato,Akola,Maharashtra,20.7,77.0,3,0,Tomato___healthy,0.0,0
19.7,67.6,8.0,8.3,1,Potato,Indore,Madhya Pradesh,22.71,75.85,3,5,Potato___healthy,0.0,0
32.2,85.7,8.8,4.8,10,Squash,Amravati,Maharashtra,20.93,77.75,3,0,Squash___Powdery_mildew,53.0,1
25.3,81.0,94.6,4.8,9,Corn,Jabalpur,Madhya Pradesh,23.18,79.94,7,0,Corn_(maize)___Northern_Leaf_Blight,49.9,1
25.8,76.5,6.7,5.3,3,Pepper,Nashik,Maharashtra,19.99,73.79,2,0,"Pepper,_bell___healthy",0.0,0
25.1,81.6,41.8,4.2,10,Tomato,Surat,Gujarat,21.17,72.83,6,1,Tomato___Late_blight,76.0,1
36.2,86.3,95.7,6.3,6,Grape,Amravati,Maharashtra,20.93,77.75,3,1,Grape___Black_rot,57.2,1
27.2,93.6,184.5,7.2,7,Tomato,Patna,Bihar,25.59,85.13,1,0,Tomato___Target_Spot,65.5,1
26.7,80.0,111.0,5.5,8,Cherry,Varanasi,Uttar Pradesh,25.31,82.97,5,1,Cherry_(including_sour)___healthy,0.0,0
23.1,75.7,25.7,8.4,10,Wheat,Lucknow,Uttar Pradesh,26.85,80.94,1,0,Wheat___Leaf_rust,73.8,1
25.8,89.2,39.3,9.3,8,Corn,Ranchi,Jharkhand,23.34,85.31,5,0,Corn_(maize)___Northern_Leaf_Blight,69.4,1
25.8,78.5,109.2,12.1,8,Pepper,Hyderabad,Telangana,17.38,78.47,1,1,"Pepper,_bell___healthy",0.0,0
31.5,71.5,10.5,5.5,4,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,2,3,Tomato___Spider_mites Two-spotted_spider_mite,61.6,1
24.7,60.9,5.2,9.5,12,Potato,Ahmedabad,Gujarat,23.02,72.57,3,0,Potato___healthy,0.0,0
28.7,89.9,71.7,10.6,7,Corn,Chennai,Tamil Nadu,13.08,80.27,6,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,45.1,1
26.5,75.0,5.8,7.9,2,Pepper,Lucknow,Uttar Pradesh,26.85,80.94,0,0,"Pepper,_bell___healthy",0.0,0
19.0,76.5,6.1,7.6,12,Strawberry,Amravati,Maharashtra,20.93,77.75,0,0,Strawberry___healthy,0.0,0
20.7,76.8,10.0,7.4,11,Tomato,Pune,Maharashtra,18.52,73.85,8,0,Tomato___Bacterial_spot,48.9,1
21.4,72.1,37.6,9.1,10,Cherry,Solapur,Maharashtra,17.66,75.9,7,0,Cherry_(including_sour)___healthy,0.0,0
27.2,82.2,144.4,13.7,8,Tomato,Pune,Maharashtra,18.52,73.85,7,0,Tomato___Bacterial_spot,34.2,1
30.0,70.2,4.9,0.7,2,Wheat,Bhopal,Madhya Pradesh,23.25,77.41,1,0,Wheat___Leaf_rust,69.0,1
24.7,62.7,107.7,7.6,7,Cherry,Jaipur,Rajasthan,26.91,75.79,4,0,Cherry_(including_sour)___Powdery_mildew,40.0,1
28.3,73.8,156.6,15.1,7,Cherry,Lucknow,Uttar Pradesh,26.85,80.94,2,1,Cherry_(including_sour)___healthy,0.0,0
22.5,84.9,87.6,11.9,8,Strawberry,Jabalpur,Madhya Pradesh,23.18,79.94,6,0,Strawberry___Leaf_scorch,40.2,1
31.5,79.8,13.5,5.4,4,Grape,Gaya,Bihar,24.79,84.99,3,0,Grape___Black_rot,64.0,1
20.8,57.5,7.7,10.7,11,Raspberry,Amritsar,Punjab,31.63,74.87,1,0,Raspberry___healthy,0.0,0
22.9,81.3,106.2,10.1,6,Tomato,Ludhiana,Punjab,30.9,75.85,3,0,Tomato___Early_blight,53.3,1
32.3,85.5,62.0,0.0,9,Peach,Jabalpur,Madhya Pradesh,23.18,79.94,10,2,Peach___Bacterial_spot,43.7,1
28.3,68.7,21.2,1.8,5,Apple,Amritsar,Punjab,31.63,74.87,7,5,Apple___Cedar_apple_rust,37.4,1
35.8,81.4,99.9,8.6,9,Grape,Akola,Maharashtra,20.7,77.0,1,0,Grape___Black_rot,57.1,1
21.3,73.4,8.3,16.8,11,Tomato,Gaya,Bihar,24.79,84.99,1,1,Tomato___healthy,0.0,0
32.2,78.0,16.9,8.5,5,Strawberry,Ranchi,Jharkhand,23.34,85.31,7,1,Strawberry___Leaf_scorch,39.0,1
22.2,68.4,28.2,7.5,10,Raspberry,Ludhiana,Punjab,30.9,75.85,3,1,Raspberry___healthy,0.0,0
28.1,72.7,113.2,5.3,8,Grape,Nagpur,Maharashtra,21.14,79.08,2,2,Grape___Black_rot,64.1,1
30.0,85.3,83.2,4.5,8,Orange,Hyderabad,Telangana,17.38,78.47,4,0,Orange___Haunglongbing_(Citrus_greening),79.2,1
23.8,78.7,4.3,6.2,2,Raspberry,Varanasi,Uttar Pradesh,25.31,82.97,10,0,Raspberry___healthy,0.0,0
32.8,83.1,64.4,5.8,9,Squash,Amravati,Maharashtra,20.93,77.75,0,3,Squash___Powdery_mildew,47.7,1
22.1,70.9,144.7,14.3,8,Soybean,Ludhiana,Punjab,30.9,75.85,7,2,Soybean___healthy,0.0,0
35.7,71.0,42.1,4.9,6,Potato,Jaipur,Rajasthan,26.91,75.79,1,1,Potato___Late_blight,96.0,1
22.5,51.0,11.4,2.4,11,Wheat,Jodhpur,Rajasthan,26.29,73.01,1,2,Wheat___Leaf_rust,67.6,1
28.6,92.6,64.9,5.0,9,Tomato,Burdwan,West Bengal,23.23,87.85,1,2,Tomato___Leaf_Mold,34.9,1
18.6,72.8,6.0,4.5,1,Corn,Bhopal,Madhya Pradesh,23.25,77.41,2,4,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,63.6,1
31.3,73.7,19.8,7.5,5,Apple,Amritsar,Punjab,31.63,74.87,1,0,Apple___Black_rot,72.2,1
20.9,76.4,5.5,9.8,2,Tomato,Ranchi,Jharkhand,23.34,85.31,9,2,Tomato___Late_blight,62.9,1
25.1,73.5,130.3,0.0,8,Tomato,Nashik,Maharashtra,19.99,73.79,0,0,Tomato___Septoria_leaf_spot,71.5,1
17.1,92.4,62.5,3.6,8,Corn,Dharamsala,Himachal Pradesh,32.21,76.32,0,1,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,56.3,1
32.5,74.1,19.6,14.0,5,Apple,Bhopal,Madhya Pradesh,23.25,77.41,4,3,Apple___Black_rot,65.3,1
18.1,74.3,9.7,10.1,11,Tomato,Amritsar,Punjab,31.63,74.87,3,0,Tomato___healthy,0.0,0
28.2,75.2,160.0,15.2,7,Blueberry,Akola,Maharashtra,20.7,77.0,2,0,Blueberry___healthy,0.0,0
21.4,73.6,4.1,13.7,12,Grape,Hyderabad,Telangana,17.38,78.47,2,0,Grape___Esca_(Black_Measles),58.8,1
8.3,89.5,95.6,10.7,9,Grape,Dharamsala,Himachal Pradesh,32.21,76.32,0,1,Grape___Esca_(Black_Measles),88.1,1
26.8,80.7,14.7,17.0,10,Tomato,Burdwan,West Bengal,23.23,87.85,1,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,78.1,1
30.5,88.0,37.0,0.3,9,Pepper,Amravati,Maharashtra,20.93,77.75,1,0,"Pepper,_bell___Bacterial_spot",54.2,1
23.5,72.1,32.4,9.3,10,Tomato,Nashik,Maharashtra,19.99,73.79,1,3,Tomato___healthy,0.0,0
30.4,85.2,127.8,8.1,6,Grape,Jabalpur,Madhya Pradesh,23.18,79.94,3,0,Grape___Black_rot,60.4,1
4.3,90.5,6.8,8.0,12,Wheat,Shimla,Himachal Pradesh,31.1,77.17,3,2,Wheat___Leaf_rust,61.4,1
16.1,73.1,5.3,4.6,1,Apple,Aurangabad,Maharashtra,19.87,75.34,10,0,Apple___healthy,0.0,0
28.5,84.2,22.6,4.1,10,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,3,2,Tomato___Spider_mites Two-spotted_spider_mite,45.9,1
35.8,68.5,14.4,9.2,5,Apple,Ahmedabad,Gujarat,23.02,72.57,0,2,Apple___Cedar_apple_rust,47.9,1
20.7,68.2,33.9,5.7,10,Potato,Pune,Maharashtra,18.52,73.85,2,2,Potato___Late_blight,92.0,1
22.0,72.4,6.6,10.3,12,Peach,Amravati,Maharashtra,20.93,77.75,8,1,Peach___healthy,0.0,0
23.0,67.9,6.1,5.4,12,Corn,Hyderabad,Telangana,17.38,78.47,2,0,Corn_(maize)___healthy,0.0,0
21.0,72.2,166.1,11.2,7,Tomato,Amritsar,Punjab,31.63,74.87,1,3,Tomato___Septoria_leaf_spot,44.9,1
22.3,74.6,6.1,11.4,11,Corn,Agra,Uttar Pradesh,27.17,78.01,8,0,Corn_(maize)___healthy,0.0,0
26.4,77.1,31.8,1.2,10,Grape,Varanasi,Uttar Pradesh,25.31,82.97,4,0,Grape___Esca_(Black_Measles),67.9,1
26.6,71.0,5.3,4.9,2,Peach,Indore,Madhya Pradesh,22.71,75.85,5,0,Peach___healthy,0.0,0
31.4,93.0,141.4,3.9,7,Strawberry,Chennai,Tamil Nadu,13.08,80.27,2,5,Strawberry___Leaf_scorch,55.8,1
28.8,79.3,73.7,12.9,9,Blueberry,Agra,Uttar Pradesh,27.17,78.01,9,1,Blueberry___healthy,0.0,0
17.4,73.7,3.0,14.2,12,Tomato,Nagpur,Maharashtra,21.14,79.08,2,1,Tomato___Target_Spot,57.5,1
31.1,88.4,96.7,10.7,6,Peach,Kolkata,West Bengal,22.57,88.36,1,2,Peach___Bacterial_spot,69.0,1
27.0,81.5,101.9,5.4,9,Apple,Lucknow,Uttar Pradesh,26.85,80.94,2,2,Apple___Black_rot,55.5,1
25.2,76.4,68.9,11.7,6,Squash,Jalandhar,Punjab,31.32,75.57,2,0,Squash___Powdery_mildew,48.6,1
35.5,78.4,16.3,8.9,5,Peach,Indore,Madhya Pradesh,22.71,75.85,3,0,Peach___Bacterial_spot,63.1,1
17.4,93.7,83.4,11.9,6,Tomato,Shimla,Himachal Pradesh,31.1,77.17,2,0,Tomato___Target_Spot,61.5,1
17.7,74.3,17.6,8.3,5,Peach,Shimla,Himachal Pradesh,31.1,77.17,5,0,Peach___Bacterial_spot,52.1,1
28.3,91.1,86.0,10.0,6,Apple,Kolkata,West Bengal,22.57,88.36,0,4,Apple___Black_rot,85.2,1
24.5,59.8,39.5,3.3,10,Strawberry,Jodhpur,Rajasthan,26.29,73.01,0,0,Strawberry___healthy,0.0,0
25.6,68.7,29.9,13.3,10,Tomato,Hyderabad,Telangana,17.38,78.47,4,1,Tomato___healthy,0.0,0
28.3,67.6,25.2,11.3,10,Tomato,Gaya,Bihar,24.79,84.99,0,1,Tomato___Early_blight,62.1,1
26.5,68.9,6.8,7.0,11,Corn,Nagpur,Maharashtra,21.14,79.08,3,0,Corn_(maize)___healthy,0.0,0
20.9,70.3,5.8,11.7,1,Cherry,Warangal,Telangana,17.97,79.59,0,0,Cherry_(including_sour)___healthy,0.0,0
20.2,84.6,115.4,6.5,6,Potato,Dharamsala,Himachal Pradesh,32.21,76.32,1,0,Potato___Late_blight,93.4,1
27.6,69.0,3.3,10.5,2,Pepper,Indore,Madhya Pradesh,22.71,75.85,5,0,"Pepper,_bell___healthy",0.0,0
28.1,92.3,53.6,10.9,9,Tomato,Surat,Gujarat,21.17,72.83,5,1,Tomato___Early_blight,47.5,1
23.8,81.7,15.8,6.1,11,Orange,Kolkata,West Bengal,22.57,88.36,7,0,Orange___Haunglongbing_(Citrus_greening),72.0,1
11.4,89.9,81.4,8.8,6,Grape,Shimla,Himachal Pradesh,31.1,77.17,6,5,Grape___Black_rot,58.7,1
36.1,63.3,85.2,5.9,6,Peach,Jodhpur,Rajasthan,26.29,73.01,1,3,Peach___Bacterial_spot,56.2,1
19.5,76.5,5.7,8.7,12,Grape,Warangal,Telangana,17.97,79.59,5,3,Grape___healthy,0.0,0
29.8,65.4,136.2,8.4,8,Strawberry,Indore,Madhya Pradesh,22.71,75.85,4,5,Strawberry___Leaf_scorch,34.2,1
25.3,81.7,92.6,14.9,7,Tomato,Kolkata,West Bengal,22.57,88.36,1,2,Tomato___Early_blight,48.1,1
21.9,75.3,5.2,14.0,12,Blueberry,Akola,Maharashtra,20.7,77.0,3,0,Blueberry___healthy,0.0,0
35.6,59.4,144.6,8.8,8,Tomato,Jodhpur,Rajasthan,26.29,73.01,1,1,Tomato___Leaf_Mold,55.1,1
29.6,84.3,86.3,8.0,9,Tomato,Solapur,Maharashtra,17.66,75.9,0,1,Tomato___Target_Spot,70.6,1
15.5,70.6,175.6,3.1,7,Corn,Jalandhar,Punjab,31.32,75.57,6,3,Corn_(maize)___Northern_Leaf_Blight,60.1,1
21.4,84.3,74.3,13.3,8,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,2,4,Tomato___Tomato_Yellow_Leaf_Curl_Virus,75.1,1
26.4,66.9,109.7,6.5,7,Grape,Chennai,Tamil Nadu,13.08,80.27,4,1,Grape___healthy,0.0,0
33.6,91.2,73.5,7.9,9,Grape,Kolkata,West Bengal,22.57,88.36,4,0,Grape___Esca_(Black_Measles),73.1,1
29.4,89.5,59.5,7.0,9,Tomato,Chennai,Tamil Nadu,13.08,80.27,2,1,Tomato___Early_blight,46.3,1
29.1,83.1,92.9,4.6,6,Strawberry,Amravati,Maharashtra,20.93,77.75,3,3,Strawberry___Leaf_scorch,45.0,1
34.2,65.9,11.6,13.2,4,Cherry,Aurangabad,Maharashtra,19.87,75.34,3,3,Cherry_(including_sour)___Powdery_mildew,46.9,1
29.7,87.8,115.9,3.5,8,Tomato,Amravati,Maharashtra,20.93,77.75,2,3,Tomato___Tomato_mosaic_virus,81.8,1
20.8,73.1,84.1,9.3,7,Potato,Amritsar,Punjab,31.63,74.87,7,1,Potato___Late_blight,56.0,1
28.4,76.8,12.6,8.3,11,Tomato,Ahmedabad,Gujarat,23.02,72.57,0,3,Tomato___Tomato_mosaic_virus,64.3,1
21.5,82.6,57.4,5.4,6,Tomato,Mysore,Karnataka,12.29,76.64,4,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,68.3,1
32.4,85.2,96.5,7.5,8,Tomato,Nagpur,Maharashtra,21.14,79.08,4,0,Tomato___Septoria_leaf_spot,62.3,1
13.0,74.0,12.2,3.1,11,Orange,Dharamsala,Himachal Pradesh,32.21,76.32,9,1,Orange___Haunglongbing_(Citrus_greening),64.0,1
28.5,77.1,123.9,11.0,9,Grape,Aurangabad,Maharashtra,19.87,75.34,4,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),55.2,1
17.4,78.6,9.6,14.3,5,Tomato,Shimla,Himachal Pradesh,31.1,77.17,1,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,81.3,1
18.9,79.2,2.9,4.7,1,Soybean,Amravati,Maharashtra,20.93,77.75,3,0,Soybean___healthy,0.0,0
11.8,89.0,97.2,12.0,9,Corn,Dharamsala,Himachal Pradesh,32.21,76.32,1,1,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,69.1,1
26.0,81.1,74.6,3.8,9,Pepper,Bangalore,Karnataka,12.97,77.59,6,2,"Pepper,_bell___Bacterial_spot",35.4,1
34.4,62.4,6.8,11.2,3,Tomato,Bhopal,Madhya Pradesh,23.25,77.41,0,2,Tomato___Spider_mites Two-spotted_spider_mite,67.6,1
29.1,88.8,106.5,3.3,9,Tomato,Bangalore,Karnataka,12.97,77.59,2,1,Tomato___Leaf_Mold,53.8,1
28.7,73.3,77.7,10.5,9,Potato,Solapur,Maharashtra,17.66,75.9,3,0,Potato___healthy,0.0,0
28.0,73.2,86.6,8.9,6,Blueberry,Lucknow,Uttar Pradesh,26.85,80.94,3,3,Blueberry___healthy,0.0,0
24.3,75.2,3.5,8.0,12,Potato,Nashik,Maharashtra,19.99,73.79,3,0,Potato___Late_blight,76.8,1
16.3,74.7,5.0,7.5,12,Potato,Mysore,Karnataka,12.29,76.64,5,4,Potato___Early_blight,57.2,1
15.3,67.1,64.7,0.0,6,Apple,Amritsar,Punjab,31.63,74.87,0,1,Apple___Black_rot,63.0,1
33.9,71.3,24.0,10.3,5,Corn,Ranchi,Jharkhand,23.34,85.31,7,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,44.6,1
17.6,67.7,6.0,10.1,2,Tomato,Bangalore,Karnataka,12.97,77.59,0,3,Tomato___healthy,0.0,0
27.9,62.8,144.5,5.1,8,Grape,Jodhpur,Rajasthan,26.29,73.01,2,1,Grape___Esca_(Black_Measles),77.4,1
30.8,71.8,5.1,12.0,3,Apple,Varanasi,Uttar Pradesh,25.31,82.97,2,0,Apple___Black_rot,56.9,1
30.5,80.2,147.2,8.2,7,Squash,Chennai,Tamil Nadu,13.08,80.27,0,2,Squash___Powdery_mildew,57.2,1
29.3,74.4,60.4,1.2,6,Grape,Solapur,Maharashtra,17.66,75.9,7,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),57.2,1
29.8,76.6,103.7,0.5,6,Grape,Lucknow,Uttar Pradesh,26.85,80.94,2,2,Grape___healthy,0.0,0
20.9,83.7,15.2,10.7,4,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,1,3,Apple___Cedar_apple_rust,60.6,1
29.9,76.9,10.0,6.5,3,Peach,Indore,Madhya Pradesh,22.71,75.85,0,0,Peach___Bacterial_spot,67.2,1
37.3,73.6,16.0,9.8,5,Peach,Lucknow,Uttar Pradesh,26.85,80.94,4,3,Peach___Bacterial_spot,65.6,1
24.6,70.9,10.5,3.5,11,Corn,Solapur,Maharashtra,17.66,75.9,2,0,Corn_(maize)___healthy,0.0,0
33.5,70.7,80.1,0.0,6,Apple,Jodhpur,Rajasthan,26.29,73.01,2,4,Apple___Cedar_apple_rust,49.7,1
24.7,83.0,79.7,6.1,9,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,4,2,Tomato___Target_Spot,52.6,1
30.3,84.0,142.7,11.7,7,Corn,Chennai,Tamil Nadu,13.08,80.27,3,1,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,68.0,1
26.3,65.4,12.7,7.9,11,Peach,Warangal,Telangana,17.97,79.59,6,0,Peach___healthy,0.0,0
18.4,81.9,112.3,10.6,8,Grape,Mysore,Karnataka,12.29,76.64,2,3,Grape___Esca_(Black_Measles),61.1,1
27.5,89.6,71.3,2.9,9,Grape,Indore,Madhya Pradesh,22.71,75.85,0,1,Grape___Esca_(Black_Measles),64.4,1
