temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,leaf_wetness_hours,consecutive_wet_days,soil_moisture,night_temperature,days_since_rain,morning_dew_hours,soil_ph,nitrogen_level,growth_stage,in_high_risk_region,soil_type,ann_rainfall_mm,disease,severity,is_diseased
24.1,94.2,8.0,1.3,4,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,1,4,21.6,9,76.3,9.1,3.3,8.1,6.2,250.8,3,0,alluvial,1110,Tomato___Leaf_Mold,54.1,1
7.9,97.3,66.1,8.8,12,Apple,Mysore,Karnataka,12.29,76.64,0,5,19.2,6,81.3,0.0,0.3,11.4,5.9,164.2,1,0,red_laterite,752,Apple___Apple_scab,62.2,1
15.7,87.9,15.4,12.1,5,Tomato,Aurangabad,Maharashtra,19.87,75.34,1,0,9.3,6,60.1,1.9,4.6,7.6,6.7,120.5,2,1,black_cotton,726,Tomato___Septoria_leaf_spot,56.5,1
24.6,74.9,18.1,14.3,6,Potato,Shimla,Himachal Pradesh,31.1,77.17,2,0,8.6,3,55.6,7.5,8.8,3.2,5.09,99.0,2,0,red_laterite,1575,Potato___Early_blight,41.6,1
21.2,62.1,11.6,3.6,11,Blueberry,Jaipur,Rajasthan,26.91,75.79,2,2,6.3,2,71.2,14.1,3.6,2.0,5.7,135.7,2,0,sandy,592,Blueberry___healthy,0.0,0
30.0,81.2,25.8,5.0,8,Strawberry,Pune,Maharashtra,18.52,73.85,2,2,10.0,4,67.8,14.1,7.7,6.2,6.18,120.0,2,1,red_laterite,722,Strawberry___Leaf_scorch,52.6,1
26.3,89.5,6.9,8.5,9,Tomato,Warangal,Telangana,17.97,79.59,1,2,7.8,2,68.9,8.0,3.7,5.7,6.7,150.3,2,0,black_cotton,1058,Tomato___Septoria_leaf_spot,57.3,1
32.4,90.5,34.9,24.1,7,Pepper,Mysore,Karnataka,12.29,76.64,3,1,8.7,5,74.7,10.5,1.8,4.7,6.8,214.7,2,1,red_laterite,752,"Pepper,_bell___Bacterial_spot",40.3,1
26.9,85.6,40.2,10.6,9,Apple,Solan,Himachal Pradesh,30.9,77.1,1,2,8.8,2,69.0,10.5,6.7,7.0,6.01,142.4,3,1,red_laterite,1106,Apple___Black_rot,79.2,1
30.0,55.9,14.4,9.6,12,Grape,Bangalore,Karnataka,12.97,77.59,1,3,3.7,0,52.9,14.8,4.7,1.8,5.98,105.4,2,0,red_laterite,948,Grape___healthy,0.0,0
16.4,48.5,14.6,5.7,10,Peach,Jalandhar,Punjab,31.32,75.57,4,3,2.7,2,41.7,0.6,11.3,1.0,6.2,166.9,2,0,alluvial,698,Peach___healthy,0.0,0
26.5,94.9,21.8,13.4,7,Tomato,Nagpur,Maharashtra,21.14,79.08,5,1,16.2,2,68.0,0.9,1.1,4.6,6.88,125.8,2,1,black_cotton,1025,Tomato___Bacterial_spot,44.3,1
21.5,72.4,11.1,3.8,1,Pepper,Jabalpur,Madhya Pradesh,23.18,79.94,3,0,0.8,0,64.3,0.0,3.9,4.6,6.17,166.4,2,0,red_laterite,1310,"Pepper,_bell___healthy",0.0,0
29.2,72.4,9.8,9.0,9,Squash,Lucknow,Uttar Pradesh,26.85,80.94,0,2,0.0,0,42.2,13.0,12.2,1.0,7.01,199.7,2,1,alluvial,898,Squash___Powdery_mildew,43.6,1
21.5,58.6,15.8,3.1,3,Cherry,Solapur,Maharashtra,17.66,75.9,3,0,4.6,0,70.0,13.0,4.0,1.1,6.7,124.7,2,0,black_cotton,520,Cherry_(including_sour)___healthy,0.0,0
27.1,65.3,23.7,2.8,8,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,3,3,4.8,1,54.8,11.3,4.3,3.5,6.2,133.6,2,0,alluvial,898,Tomato___healthy,0.0,0
10.3,50.3,5.3,11.0,6,Blueberry,Kullu,Himachal Pradesh,31.95,77.1,1,3,3.0,0,61.8,0.0,10.9,3.5,4.7,138.8,2,0,red_laterite,1262,Blueberry___healthy,0.0,0
21.5,91.2,8.1,13.3,9,Peach,Amravati,Maharashtra,20.93,77.75,1,1,10.4,3,63.6,0.7,1.7,7.7,6.86,162.6,2,0,black_cotton,788,Peach___Bacterial_spot,49.5,1
29.7,91.1,12.3,5.7,7,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,4,1,6.5,3,59.8,12.5,3.7,2.8,5.92,191.5,2,1,red_laterite,682,Tomato___Early_blight,25.4,1
31.4,95.4,39.5,1.1,9,Grape,Dharwad,Karnataka,15.45,75.01,2,4,20.9,4,90.4,14.1,0.5,11.8,6.7,194.2,3,1,black_cotton,742,Grape___Black_rot,65.3,1
17.5,96.6,34.9,8.7,2,Tomato,Jalandhar,Punjab,31.32,75.57,9,1,9.3,3,75.7,2.5,5.7,4.3,6.91,125.5,2,1,alluvial,698,Tomato___Septoria_leaf_spot,39.3,1
25.8,67.8,4.5,3.0,7,Grape,Aurangabad,Maharashtra,19.87,75.34,0,1,0.0,2,35.0,0.0,35.2,1.6,6.7,136.6,2,1,black_cotton,726,Grape___Esca_(Black_Measles),78.1,1
16.6,68.9,13.7,9.6,4,Blueberry,Jalandhar,Punjab,31.32,75.57,1,1,2.5,1,49.2,8.8,6.0,4.2,6.2,82.7,2,0,alluvial,698,Blueberry___healthy,0.0,0
24.8,64.1,12.8,0.9,6,Potato,Indore,Madhya Pradesh,22.71,75.85,0,2,6.3,1,51.2,4.3,7.5,6.9,6.7,77.6,2,0,black_cotton,985,Potato___Early_blight,62.4,1
18.8,56.4,14.4,4.4,5,Apple,Jodhpur,Rajasthan,26.29,73.01,0,0,6.9,2,56.2,2.8,11.6,3.6,6.53,166.1,2,0,sandy,362,Apple___healthy,0.0,0
27.2,77.6,5.0,11.2,2,Tomato,Nagpur,Maharashtra,21.14,79.08,1,1,3.9,0,38.8,8.6,22.6,1.2,6.7,159.4,1,1,black_cotton,1025,Tomato___Tomato_Yellow_Leaf_Curl_Virus,68.8,1
18.6,90.3,34.9,12.8,7,Grape,Vijayawada,Andhra Pradesh,16.5,80.64,4,1,10.4,5,64.3,3.6,3.8,9.1,6.87,114.9,2,1,alluvial,1012,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),34.2,1
26.0,72.4,24.5,6.9,6,Grape,Bangalore,Karnataka,12.97,77.59,7,0,13.4,3,68.1,8.8,1.5,9.1,5.83,79.4,2,1,red_laterite,948,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),29.9,1
22.1,66.9,17.6,0.6,4,Apple,Bathinda,Punjab,30.21,74.94,9,1,3.6,2,52.2,14.2,10.5,2.5,6.2,169.4,2,0,alluvial,404,Apple___healthy,0.0,0
25.1,78.8,18.8,0.0,6,Tomato,Latur,Maharashtra,18.4,76.56,5,0,7.7,4,51.2,5.4,5.8,3.3,6.7,99.8,2,1,black_cotton,742,Tomato___Early_blight,56.5,1
15.9,68.8,23.2,11.3,9,Apple,Ludhiana,Punjab,30.9,75.85,0,2,5.4,2,48.5,4.8,11.4,4.6,6.58,113.6,2,0,alluvial,712,Apple___healthy,0.0,0
19.3,87.8,46.1,6.7,3,Apple,Shimla,Himachal Pradesh,31.1,77.17,4,0,22.0,13,87.7,13.0,1.7,11.3,5.9,179.7,1,1,red_laterite,1575,Apple___Apple_scab,48.5,1
21.4,72.9,8.3,13.7,4,Tomato,Amravati,Maharashtra,20.93,77.75,0,2,10.7,4,69.4,4.8,4.1,3.8,6.7,142.0,2,1,black_cotton,788,Tomato___Early_blight,67.8,1
17.2,62.5,10.9,10.3,11,Cherry,Vijayawada,Andhra Pradesh,16.5,80.64,0,1,6.8,0,51.0,1.9,8.3,4.6,6.24,147.0,2,0,alluvial,1012,Cherry_(including_sour)___healthy,0.0,0
16.9,96.5,50.8,7.7,8,Tomato,Kolhapur,Maharashtra,16.7,74.24,7,2,20.4,8,83.4,9.2,0.0,5.7,5.98,246.1,3,1,red_laterite,1052,Tomato___Late_blight,56.9,1
29.1,85.8,25.2,27.1,9,Pepper,Karnal,Haryana,29.68,76.99,4,4,15.2,2,73.2,6.5,0.7,6.0,6.2,165.4,2,0,alluvial,772,"Pepper,_bell___Bacterial_spot",39.8,1
21.7,59.1,19.9,11.3,9,Peach,Jaipur,Rajasthan,26.91,75.79,2,3,1.7,0,52.8,11.6,5.3,4.4,6.67,159.7,2,0,sandy,592,Peach___healthy,0.0,0
29.8,82.7,72.6,22.1,7,Orange,Udaipur,Rajasthan,24.57,73.68,3,0,8.0,2,59.5,7.2,4.1,4.3,6.43,103.7,2,1,red_laterite,612,Orange___Haunglongbing_(Citrus_greening),98.8,1
22.6,61.8,11.0,4.6,2,Pepper,Gaya,Bihar,24.79,84.99,2,1,6.5,1,54.1,5.4,4.7,1.5,6.2,191.8,2,0,alluvial,968,"Pepper,_bell___healthy",0.0,0
29.9,78.5,17.7,13.1,10,Pepper,Warangal,Telangana,17.97,79.59,4,1,7.9,7,67.9,4.9,0.5,6.1,7.47,124.7,2,0,black_cotton,1058,"Pepper,_bell___Bacterial_spot",27.2,1
19.9,99.3,19.3,13.0,8,Corn,Nashik,Maharashtra,19.99,73.79,1,0,8.9,3,86.3,3.4,3.9,11.9,6.04,132.6,2,1,red_laterite,620,Corn_(maize)___Northern_Leaf_Blight,73.3,1
26.3,79.4,20.2,12.3,9,Tomato,Madurai,Tamil Nadu,9.93,78.12,5,2,8.0,1,63.6,8.1,9.2,4.7,6.7,105.1,2,1,black_cotton,924,Tomato___Early_blight,43.6,1
29.8,91.6,19.6,14.8,5,Pepper,Udaipur,Rajasthan,24.57,73.68,2,1,15.6,2,67.7,10.8,2.4,7.1,6.39,154.9,2,0,red_laterite,612,"Pepper,_bell___Bacterial_spot",63.3,1
22.7,81.0,57.3,8.9,8,Grape,Amravati,Maharashtra,20.93,77.75,2,1,11.2,8,86.4,1.5,2.4,8.8,6.7,161.7,3,1,black_cotton,788,Grape___Black_rot,68.1,1
26.2,55.5,9.7,2.4,5,Corn,Hyderabad,Telangana,17.38,78.47,4,1,4.0,0,59.6,11.8,10.3,3.7,6.57,207.9,2,0,red_laterite,812,Corn_(maize)___healthy,0.0,0
27.3,56.0,14.5,11.3,10,Corn,Jabalpur,Madhya Pradesh,23.18,79.94,4,1,4.9,0,56.8,9.5,3.3,2.7,6.8,159.5,2,0,red_laterite,1310,Corn_(maize)___healthy,0.0,0
19.4,83.7,25.1,14.6,4,Apple,Shimla,Himachal Pradesh,31.1,77.17,7,0,7.0,5,74.5,8.7,1.1,5.1,6.35,133.4,1,1,red_laterite,1575,Apple___Cedar_apple_rust,33.5,1
19.1,83.0,12.0,12.1,4,Peach,Kullu,Himachal Pradesh,31.95,77.1,2,3,8.1,8,78.0,1.1,1.9,9.0,6.75,164.9,2,1,red_laterite,1262,Peach___Bacterial_spot,58.8,1
21.8,81.0,23.1,15.1,9,Tomato,Aurangabad,Maharashtra,19.87,75.34,1,1,8.7,2,68.3,2.9,4.0,5.9,6.7,187.9,2,1,black_cotton,726,Tomato___Early_blight,60.4,1
14.9,69.0,7.5,4.8,7,Strawberry,Nagpur,Maharashtra,21.14,79.08,6,0,3.8,1,51.7,5.3,11.5,1.8,6.7,166.7,2,0,black_cotton,1025,Strawberry___healthy,0.0,0
23.1,72.6,27.8,8.9,5,Tomato,Ahmedabad,Gujarat,23.02,72.57,3,3,13.1,4,76.4,6.0,5.7,8.0,6.7,127.9,3,0,black_cotton,782,Tomato___Target_Spot,45.9,1
6.6,94.1,33.5,7.9,5,Apple,Solan,Himachal Pradesh,30.9,77.1,1,3,14.6,10,88.7,0.0,0.7,11.8,6.21,161.5,1,1,red_laterite,1106,Apple___Apple_scab,50.1,1
23.1,59.0,16.4,8.5,5,Grape,Amritsar,Punjab,31.63,74.87,6,1,3.2,0,52.1,3.8,7.5,3.0,6.97,169.9,2,0,alluvial,682,Grape___healthy,0.0,0
29.8,52.1,22.9,5.3,9,Tomato,Latur,Maharashtra,18.4,76.56,0,0,7.1,1,63.8,13.1,5.3,2.0,6.7,182.7,2,0,black_cotton,742,Tomato___healthy,0.0,0
23.3,59.2,11.4,6.5,11,Raspberry,Bangalore,Karnataka,12.97,77.59,2,3,6.2,1,40.1,7.8,7.3,3.1,5.92,144.7,2,0,red_laterite,948,Raspberry___healthy,0.0,0
12.3,100.0,24.6,11.1,10,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,0,0,13.2,11,88.1,1.7,1.5,5.2,6.2,210.5,3,1,alluvial,898,Tomato___Late_blight,89.3,1
20.1,84.4,27.9,1.5,7,Grape,Vadodara,Gujarat,22.3,73.18,3,1,10.2,4,79.2,2.9,3.8,5.5,6.87,134.9,2,0,black_cotton,921,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),53.2,1
20.1,83.2,35.6,12.5,7,Corn,Madurai,Tamil Nadu,9.93,78.12,0,1,10.5,3,76.0,9.9,2.2,5.6,6.7,165.9,2,1,black_cotton,924,Corn_(maize)___Common_rust_,63.8,1
25.7,81.5,22.3,11.6,8,Grape,Bangalore,Karnataka,12.97,77.59,2,2,14.5,4,80.9,5.2,2.1,4.2,5.78,169.3,2,1,red_laterite,948,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),71.7,1
23.2,91.4,12.7,12.0,6,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,3,1,12.5,3,73.6,9.2,3.2,3.4,6.13,171.8,3,1,red_laterite,2542,Apple___Black_rot,54.4,1
23.0,90.1,21.9,15.8,3,Tomato,Bhopal,Madhya Pradesh,23.25,77.41,0,2,4.3,3,59.6,3.4,4.7,4.6,6.7,174.4,2,0,black_cotton,1146,Tomato___Early_blight,70.8,1
18.2,51.4,18.3,4.5,10,Potato,Mysore,Karnataka,12.29,76.64,8,1,2.3,2,56.9,6.5,3.9,4.1,5.13,155.2,2,0,red_laterite,752,Potato___healthy,0.0,0
25.4,60.5,17.8,12.6,9,Pepper,Indore,Madhya Pradesh,22.71,75.85,3,0,3.9,2,56.7,3.7,4.0,1.9,6.7,166.2,2,0,black_cotton,985,"Pepper,_bell___healthy",0.0,0
28.8,53.2,1.4,3.1,11,Tomato,Kolhapur,Maharashtra,16.7,74.24,4,1,2.0,0,53.9,10.3,12.9,1.4,6.09,138.1,1,1,red_laterite,1052,Tomato___Tomato_mosaic_virus,54.2,1
20.5,63.0,11.8,9.2,6,Cherry,Jalandhar,Punjab,31.32,75.57,4,3,3.6,0,46.0,13.0,5.2,3.9,6.87,132.9,2,0,alluvial,698,Cherry_(including_sour)___healthy,0.0,0
22.9,88.0,31.4,10.5,8,Corn,Solapur,Maharashtra,17.66,75.9,2,2,14.1,4,83.9,6.9,0.5,8.9,6.7,176.0,2,1,black_cotton,520,Corn_(maize)___Northern_Leaf_Blight,64.7,1
17.3,53.4,19.9,5.0,7,Tomato,Karnal,Haryana,29.68,76.99,0,2,8.1,2,58.0,0.0,4.2,4.5,6.75,151.5,2,0,alluvial,772,Tomato___healthy,0.0,0
9.2,98.3,41.0,11.6,4,Apple,Kanpur,Uttar Pradesh,26.44,80.33,0,1,15.4,7,85.8,0.0,0.4,10.6,6.3,175.6,1,0,alluvial,792,Apple___Apple_scab,72.7,1
10.5,93.7,20.9,11.3,7,Potato,Latur,Maharashtra,18.4,76.56,0,1,21.2,11,89.1,2.0,0.2,7.9,6.7,215.5,3,0,black_cotton,742,Potato___Late_blight,100.0,1
19.4,64.9,6.7,14.5,8,Squash,Lucknow,Uttar Pradesh,26.85,80.94,2,0,2.1,0,25.2,0.0,14.9,1.2,6.2,112.3,2,1,alluvial,898,Squash___Powdery_mildew,39.1,1
19.2,53.8,11.4,6.7,10,Peach,Latur,Maharashtra,18.4,76.56,3,1,4.9,0,49.0,8.4,7.1,1.3,6.7,99.8,2,0,black_cotton,742,Peach___healthy,0.0,0
28.9,50.7,1.0,4.9,5,Tomato,Vijayawada,Andhra Pradesh,16.5,80.64,0,3,1.3,0,22.4,5.6,29.6,0.5,6.2,110.2,2,0,alluvial,1012,Tomato___Spider_mites Two-spotted_spider_mite,62.9,1
7.5,84.3,17.7,0.0,6,Apple,Warangal,Telangana,17.97,79.59,9,3,22.6,9,90.3,0.0,1.8,7.7,6.7,186.7,1,0,black_cotton,1058,Apple___Apple_scab,26.9,1
18.4,64.5,21.9,15.0,12,Tomato,Sangli,Maharashtra,16.86,74.56,0,0,0.4,0,53.9,0.4,15.8,2.7,6.74,124.8,1,1,black_cotton,580,Tomato___Tomato_mosaic_virus,67.5,1
15.7,67.3,10.6,8.0,10,Apple,Coimbatore,Tamil Nadu,11.01,76.96,2,1,4.7,1,46.6,9.2,3.9,1.5,6.45,118.8,2,0,red_laterite,682,Apple___healthy,0.0,0
14.1,53.2,12.9,3.9,2,Blueberry,Jaipur,Rajasthan,26.91,75.79,6,0,5.9,0,53.9,3.2,9.3,4.6,5.7,62.1,2,0,sandy,592,Blueberry___healthy,0.0,0
17.8,81.0,14.8,8.5,6,Grape,Nashik,Maharashtra,19.99,73.79,4,0,16.1,7,81.8,0.0,3.2,6.0,5.81,113.3,2,1,red_laterite,620,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),40.9,1
26.2,55.2,0.0,4.7,6,Cherry,Muzaffarpur,Bihar,26.12,85.36,5,0,4.5,2,63.2,11.3,9.4,1.1,6.68,223.9,2,0,alluvial,1068,Cherry_(including_sour)___Powdery_mildew,21.5,1
24.5,67.0,2.1,9.7,4,Tomato,Vijayawada,Andhra Pradesh,16.5,80.64,2,2,0.8,1,34.1,2.6,17.9,1.9,6.33,113.4,1,1,alluvial,1012,Tomato___Tomato_Yellow_Leaf_Curl_Virus,73.3,1
15.1,53.5,11.4,4.4,9,Strawberry,Muzaffarpur,Bihar,26.12,85.36,0,2,5.4,2,52.9,6.9,11.5,3.7,6.29,83.8,2,0,alluvial,1068,Strawberry___healthy,0.0,0
22.9,67.7,12.5,3.8,10,Soybean,Varanasi,Uttar Pradesh,25.31,82.97,0,5,3.6,0,54.3,0.0,5.1,1.4,6.43,81.6,2,0,alluvial,1110,Soybean___healthy,0.0,0
22.1,82.7,42.6,1.9,6,Grape,Dharwad,Karnataka,15.45,75.01,0,3,14.4,9,71.8,4.6,3.8,5.6,6.7,182.8,2,1,black_cotton,742,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),64.9,1
26.3,64.0,19.2,12.4,1,Orange,Udaipur,Rajasthan,24.57,73.68,1,3,6.3,1,49.3,7.7,2.9,5.2,5.58,94.5,2,1,red_laterite,612,Orange___Haunglongbing_(Citrus_greening),90.5,1
23.7,54.1,22.5,3.4,8,Apple,Coimbatore,Tamil Nadu,11.01,76.96,1,0,4.6,2,50.3,16.4,4.1,3.4,6.43,144.2,2,0,red_laterite,682,Apple___healthy,0.0,0
23.5,93.6,19.5,3.3,2,Strawberry,Aurangabad,Maharashtra,19.87,75.34,2,2,12.6,5,48.6,9.5,5.3,4.2,6.7,129.3,2,1,black_cotton,726,Strawberry___Leaf_scorch,33.8,1
15.1,56.3,9.0,5.1,2,Blueberry,Nagpur,Maharashtra,21.14,79.08,0,2,2.5,0,60.2,0.0,11.5,3.8,6.7,78.8,2,0,black_cotton,1025,Blueberry___healthy,0.0,0
35.8,50.6,7.3,5.3,12,Grape,Vijayawada,Andhra Pradesh,16.5,80.64,1,4,0.5,2,49.8,8.8,22.4,1.3,7.26,154.9,2,0,alluvial,1012,Grape___Esca_(Black_Measles),71.0,1
23.1,86.7,32.7,16.2,4,Apple,Kullu,Himachal Pradesh,31.95,77.1,4,0,13.6,10,84.5,14.9,1.7,6.7,5.53,106.9,1,1,red_laterite,1262,Apple___Apple_scab,38.6,1
22.3,61.7,14.1,9.0,11,Grape,Jabalpur,Madhya Pradesh,23.18,79.94,4,1,3.3,0,65.4,4.1,5.7,2.2,6.8,150.3,2,0,red_laterite,1310,Grape___healthy,0.0,0
21.1,54.5,19.1,7.4,4,Potato,Bhubaneswar,Odisha,20.29,85.82,1,0,6.1,1,60.4,7.2,3.4,2.9,5.77,144.2,2,0,red_laterite,1482,Potato___healthy,0.0,0
14.3,54.8,21.0,6.1,5,Cherry,Madurai,Tamil Nadu,9.93,78.12,0,0,5.0,0,57.4,6.1,8.5,4.2,6.98,94.1,2,0,black_cotton,924,Cherry_(including_sour)___healthy,0.0,0
22.7,68.6,5.1,9.0,2,Soybean,Ahmedabad,Gujarat,23.02,72.57,0,3,5.4,2,57.6,0.6,3.8,1.7,6.7,116.2,2,0,black_cotton,782,Soybean___healthy,0.0,0
15.9,100.0,40.7,14.0,8,Potato,Shimla,Himachal Pradesh,31.1,77.17,2,0,16.1,5,85.5,9.4,0.2,5.9,5.58,206.5,3,1,red_laterite,1575,Potato___Late_blight,84.7,1
26.2,55.1,9.4,13.3,10,Tomato,Siliguri,West Bengal,26.72,88.43,0,0,0.0,0,54.6,8.8,15.7,3.9,6.22,144.0,1,0,alluvial,2888,Tomato___Tomato_mosaic_virus,83.8,1
24.3,56.2,22.0,10.9,1,Soybean,Vijayawada,Andhra Pradesh,16.5,80.64,1,0,3.1,1,53.0,8.0,7.6,2.5,6.87,89.1,2,0,alluvial,1012,Soybean___healthy,0.0,0
27.7,86.1,49.6,2.4,7,Corn,Karnal,Haryana,29.68,76.99,5,2,15.4,7,77.8,6.2,1.3,13.2,6.2,85.0,3,0,alluvial,772,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,40.9,1
14.5,84.7,9.7,11.5,4,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,2,1,10.0,6,67.9,0.0,1.5,6.2,6.49,191.2,2,0,red_laterite,682,Tomato___Septoria_leaf_spot,49.2,1
26.1,52.1,21.0,11.2,6,Grape,Latur,Maharashtra,18.4,76.56,4,1,1.3,1,55.9,11.6,10.7,3.6,6.7,118.1,2,0,black_cotton,742,Grape___healthy,0.0,0
30.7,54.4,5.4,10.8,9,Tomato,Akola,Maharashtra,20.7,77.0,6,1,0.0,1,48.5,7.8,17.7,1.7,7.27,176.0,1,1,black_cotton,820,Tomato___Tomato_Yellow_Leaf_Curl_Virus,66.2,1
22.4,88.0,28.9,17.1,9,Corn,Ludhiana,Punjab,30.9,75.85,4,2,11.9,7,57.7,8.5,4.1,9.4,6.65,203.8,2,0,alluvial,712,Corn_(maize)___Common_rust_,47.2,1
20.0,86.3,53.4,8.1,8,Corn,Kolhapur,Maharashtra,16.7,74.24,3,3,11.1,11,81.8,1.3,2.4,9.4,6.02,87.8,3,1,red_laterite,1052,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,51.5,1
33.6,87.4,10.8,28.7,11,Orange,Kolhapur,Maharashtra,16.7,74.24,3,0,8.2,1,69.1,10.7,5.9,2.9,5.53,80.3,2,1,red_laterite,1052,Orange___Haunglongbing_(Citrus_greening),94.3,1
27.0,81.0,14.8,12.6,7,Grape,Vijayawada,Andhra Pradesh,16.5,80.64,1,1,18.2,4,76.9,11.6,1.9,5.3,6.2,186.7,2,1,alluvial,1012,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),67.0,1
26.6,82.1,23.5,23.0,2,Orange,Chennai,Tamil Nadu,13.08,80.27,3,2,1.7,1,56.5,4.5,6.4,5.8,6.8,127.0,2,0,red_laterite,1398,Orange___Haunglongbing_(Citrus_greening),84.6,1
35.7,38.8,7.4,2.6,10,Grape,Vadodara,Gujarat,22.3,73.18,3,4,4.6,1,21.0,12.5,28.9,0.6,7.14,158.4,2,0,black_cotton,921,Grape___Esca_(Black_Measles),91.2,1
18.6,50.5,16.5,7.0,7,Grape,Patiala,Punjab,30.33,76.39,2,5,6.8,1,45.0,7.0,3.9,3.9,6.2,153.4,2,0,alluvial,726,Grape___healthy,0.0,0
25.5,88.4,16.6,10.4,5,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,2,2,11.9,4,63.7,6.8,2.2,6.9,6.2,117.2,2,1,alluvial,898,Tomato___Septoria_leaf_spot,49.9,1
24.1,88.2,74.1,4.5,5,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,2,0,12.9,11,80.7,20.1,1.4,10.0,6.03,201.8,1,1,red_laterite,2542,Apple___Apple_scab,60.8,1
29.2,70.4,23.6,12.3,4,Corn,Kota,Rajasthan,25.18,75.83,1,0,6.3,1,51.3,9.6,7.9,4.6,6.87,146.1,2,0,black_cotton,680,Corn_(maize)___healthy,0.0,0
28.1,42.1,13.5,13.0,7,Grape,Akola,Maharashtra,20.7,77.0,0,1,1.2,1,35.9,1.6,30.5,3.0,6.87,137.3,2,1,black_cotton,820,Grape___Esca_(Black_Measles),82.4,1
17.6,52.2,11.9,7.6,9,Potato,Ranchi,Jharkhand,23.34,85.31,3,1,6.4,1,48.2,0.0,8.3,2.7,5.11,198.7,2,0,red_laterite,1430,Potato___healthy,0.0,0
25.2,75.6,1.3,0.0,7,Tomato,Latur,Maharashtra,18.4,76.56,6,2,7.5,1,64.0,7.4,9.3,3.5,6.7,88.2,2,1,black_cotton,742,Tomato___Early_blight,39.8,1
30.4,52.0,16.4,1.3,1,Tomato,Amravati,Maharashtra,20.93,77.75,0,1,5.0,2,48.2,16.3,4.2,0.9,6.7,116.2,1,1,black_cotton,788,Tomato___Tomato_mosaic_virus,75.1,1
29.8,87.5,10.8,3.8,7,Tomato,Patna,Bihar,25.59,85.13,1,4,8.0,3,59.8,6.4,3.2,8.2,6.91,116.0,3,0,alluvial,1122,Tomato___Target_Spot,61.1,1
17.2,91.6,24.8,6.4,8,Tomato,Jodhpur,Rajasthan,26.29,73.01,5,1,18.3,10,83.4,2.5,0.5,5.8,5.7,278.1,3,0,sandy,362,Tomato___Late_blight,76.0,1
14.7,54.2,4.6,11.3,12,Cherry,Jaipur,Rajasthan,26.91,75.79,3,2,3.6,2,55.7,0.4,3.6,3.8,5.92,153.2,2,0,sandy,592,Cherry_(including_sour)___healthy,0.0,0
22.3,73.9,6.6,11.1,8,Strawberry,Solapur,Maharashtra,17.66,75.9,0,2,8.2,6,50.8,11.4,1.1,8.5,6.7,78.5,2,1,black_cotton,520,Strawberry___Leaf_scorch,52.5,1
23.4,57.6,10.1,2.5,3,Cherry,Solan,Himachal Pradesh,30.9,77.1,1,0,5.4,0,41.4,5.6,17.5,0.6,6.3,163.6,2,1,red_laterite,1106,Cherry_(including_sour)___Powdery_mildew,44.6,1
21.3,80.4,15.7,6.4,10,Corn,Latur,Maharashtra,18.4,76.56,1,1,7.5,5,82.5,3.1,2.6,7.4,6.7,106.9,2,1,black_cotton,742,Corn_(maize)___Northern_Leaf_Blight,64.9,1
17.8,69.7,7.8,8.3,9,Potato,Coimbatore,Tamil Nadu,11.01,76.96,0,3,1.9,1,51.2,6.9,9.1,2.6,6.22,132.8,2,0,red_laterite,682,Potato___healthy,0.0,0
24.3,81.5,16.2,18.6,8,Apple,Solan,Himachal Pradesh,30.9,77.1,2,3,10.3,3,72.4,10.3,4.5,7.0,5.68,174.2,3,1,red_laterite,1106,Apple___Black_rot,60.0,1
18.8,90.7,5.7,1.7,9,Tomato,Kolkata,West Bengal,22.57,88.36,1,1,15.2,6,91.6,3.2,1.1,11.3,6.2,260.1,3,1,alluvial,1582,Tomato___Leaf_Mold,62.1,1
27.1,88.3,26.8,17.9,5,Grape,Mysore,Karnataka,12.29,76.64,1,1,15.4,7,80.5,5.7,1.3,7.6,5.58,118.2,3,1,red_laterite,752,Grape___Black_rot,76.5,1
25.4,83.2,43.6,18.7,3,Pepper,Sangli,Maharashtra,16.86,74.56,4,0,12.4,7,90.6,0.0,0.6,6.3,7.28,183.1,2,1,black_cotton,580,"Pepper,_bell___Bacterial_spot",46.6,1
20.8,79.6,19.2,25.4,3,Wheat,Patiala,Punjab,30.33,76.39,0,0,13.1,6,69.3,10.3,7.0,7.3,6.21,128.4,2,1,alluvial,726,Wheat___Leaf_rust,76.7,1
